"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 13:31:29 ICT 2024","Wed Feb 14 13:31:52 ICT 2024","22978","chromium","orangeHrmLoigin.spec.ts","","","","Login Test",""
